№ п/п,Дата,Время начала,Время окон- чания,Тип занятий,Участвуют группы,Участвуют подгруппы,Дисциплина,Число сту- дентов,Поме- щение,Преподаватель
162,07.06.2022вторник,14.3,16.0,диф. зачет,ЗББ-4911,,Практика по получению профессиональных умений и опыта профессиональной деятельности,27,106 (III),доц. Киселева Екатерина Александровна
163,07.06.2022вторник,16.1,16.55,консультация,ЗББ-4911,,Моделирование процессов в техносфере,27,106 (III),доц. Климова Диана Викторовна
164,08.06.2022среда,9.0,10.3,экзамен,ЗББ-4911,,Моделирование процессов в техносфере,27,106 (III),доц. Климова Диана Викторовна
165,08.06.2022среда,10.4,12.1,экзамен,ЗББ-4911,,Моделирование процессов в техносфере,27,106 (III),доц. Климова Диана Викторовна
166,27.06.2022понедельник,12.2,13.5,защита кур. р.,ЗББ-4911,,Информационные основы безопасности жизнедеятельности,27,105 (III),доц. Климова Диана Викторовна
167,27.06.2022понедельник,14.3,16.0,защита кур. р.,ЗББ-4911,,Информационные основы безопасности жизнедеятельности,27,105 (III),доц. Климова Диана Викторовна
168,28.06.2022вторник,9.0,10.3,зачет,ЗББ-4911,,Информационные основы безопасности жизнедеятельности,27,105 (III),доц. Климова Диана Викторовна
169,28.06.2022вторник,10.4,12.1,зачет,ЗББ-4911,,Информационные основы безопасности жизнедеятельности,27,105 (III),доц. Климова Диана Викторовна
1,18.10.2021понедельник,12.2,13.5,лекция,ЗББ-5911,,Управление техносферной безопасностью,30,124 (III),доц. Киселева Екатерина Александровна
2,18.10.2021понедельник,14.3,16.0,лекция,ЗББ-5911,,Управление техносферной безопасностью,30,124 (III),доц. Киселева Екатерина Александровна
3,18.10.2021понедельник,16.1,17.4,лекция,ЗББ-5911,,Управление техносферной безопасностью,30,124 (III),доц. Киселева Екатерина Александровна
4,18.10.2021понедельник,17.5,19.2,лекция,ЗББ-5911,,Управление техносферной безопасностью,30,124 (III),доц. Киселева Екатерина Александровна
5,19.10.2021вторник,9.0,10.3,лекция,ЗББ-5911,,Светотехника,30,124 (III),доц. Кириллова Галина Владимировна
6,19.10.2021вторник,10.4,12.1,лекция,ЗББ-5911,,Светотехника,30,124 (III),доц. Кириллова Галина Владимировна
7,19.10.2021вторник,12.2,13.5,лекция,ЗББ-5911,,Теория системного анализа и принятия решения,30,124 (III),доц. Киселева Екатерина Александровна
8,19.10.2021вторник,14.3,16.0,лекция,ЗББ-5911,,Теория системного анализа и принятия решения,30,124 (III),доц. Киселева Екатерина Александровна
9,20.10.2021среда,9.0,10.3,лекция,ЗББ-5911,,Транспортная безопасность,30,124 (III),доц. Шевченко Виктория Борисовна
10,20.10.2021среда,10.4,12.1,лекция,ЗББ-5911,,Транспортная безопасность,30,124 (III),доц. Шевченко Виктория Борисовна
11,20.10.2021среда,12.2,13.5,прак. занятие,ЗББ-5911,,Транспортная безопасность,30,110 (III),доц. Шевченко Виктория Борисовна
12,20.10.2021среда,14.3,16.0,прак. занятие,ЗББ-5911,,Транспортная безопасность,30,110 (III),доц. Шевченко Виктория Борисовна
13,21.10.2021четверг,9.0,10.3,прак. занятие,ЗББ-5911,,Управление техносферной безопасностью,30,124 (III),асс. Самойлов Вадим Вадимович
14,21.10.2021четверг,10.4,12.1,прак. занятие,ЗББ-5911,,Управление техносферной безопасностью,30,124 (III),асс. Самойлов Вадим Вадимович
15,22.10.2021пятница,9.0,10.3,лабор. работа,,ЗББ-5911-1,Светотехника,15,110 (III),доц. Кириллова Галина Владимировна
16,22.10.2021пятница,10.4,12.1,лабор. работа,,ЗББ-5911-1,Светотехника,15,110 (III),доц. Кириллова Галина Владимировна
17,22.10.2021пятница,12.2,13.5,лекция,ЗББ-5911,,Правоведение,30,268 (II),доц. Балашов Евгений Владимирович
18,22.10.2021пятница,14.3,16.0,лекция,ЗББ-5911,,Правоведение,30,268 (II),доц. Балашов Евгений Владимирович
19,23.10.2021суббота,9.0,10.3,прак. занятие,ЗББ-5911,,Правоведение,30,268 (II),доц. Балашов Евгений Владимирович
